ID,Typ,Artikelnummer,"GTIN, UPC, EAN oder ISBN",Name,Veröffentlicht,"Ist hervorgehoben?","Sichtbarkeit im Katalog",Kurzbeschreibung,Beschreibung,"Datum, an dem Angebotspreis beginnt","Datum, an dem Angebotspreis endet",Steuerstatus,Steuerklasse,Vorrätig?,Lager,"Geringe Lagermenge","Lieferrückstande erlaubt?","Nur einzeln verkaufen?","Gewicht (kg)","Länge (cm)","Breite (cm)","Höhe (cm)","Kundenbewertungen erlauben?","Hinweis zum Kauf",Angebotspreis,"Regulärer Preis",Kategorien,Schlagwörter,Versandklasse,Bilder,Downloadlimit,"Ablauftage des Downloads","Übergeordnetes Produkt","Gruppierte Produkte",Zusatzverkäufe,"Cross-Sells (Querverkäufe)","Externe URL",Button-Text,Position,Marken,"Attribut 1 Name","Attribut 1 Wert(e)","Attribut 1 Sichtbar","Attribut 1 Global","Attribut 2 Name","Attribut 2 Wert(e)","Attribut 2 Sichtbar","Attribut 2 Global","Attribut 3 Name","Attribut 3 Wert(e)","Attribut 3 Sichtbar","Attribut 3 Global","Attribut 4 Name","Attribut 4 Wert(e)","Attribut 4 Sichtbar","Attribut 4 Global","Attribut 5 Name","Attribut 5 Wert(e)","Attribut 5 Sichtbar","Attribut 5 Global","Meta: _wp_page_template","Meta: _aioseo_keywords","Meta: _aioseo_og_article_section","Meta: _aioseo_og_article_tags","Meta: _monsterinsights_skip_tracking","Meta: _monsterinsights_sitenote_active","Meta: _uf_disable_surveys","Attribut 6 Name","Attribut 6 Wert(e)","Attribut 6 Sichtbar","Attribut 6 Global"
7031,simple,Deus014,,"HGH Fragment 176-191 Deus Medical",1,0,visible,"HGH Fragment 176-191 macht dich shredded. Der Wirkstoff fördert die Fettverbrennung, ideal für Bodybuilder in der Definitionsphase.","HGH Fragment 176-191 von Deus Medical ist dein Schlüssel für einen shredded Look. Der Wirkstoff beschleunigt die Fettverbrennung, wodurch du in der Definitionsphase deine Muskeln perfekt präsentierst. Für Hardcore-Sportler bietet dieses Produkt eine präzise Unterstützung, um den Stoffwechsel zu optimieren und die Ästhetik zu verbessern. Mit HGH Fragment 176-191 definierst du deinen Körper effizient und erreichst die Optik, die im Bodybuilding beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"44,00","Deus Medical, Fat Burner, HGH Fragment, Peptide",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/hgh_fragmentDP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,"HGH Fragment",1,1,Packungsgröße,"5 mg Vial",1,1,Trägerstoff,"Bakteriostatisches Wasser",0,0,,,,,,,,,,,,,,,
7032,simple,Deus015,,"Melanotan 2",1,0,visible,"Melanotan 2 von Deus Medical perfektioniert deinen Look. Der Wirkstoff fördert die Bräunung, ideal für Bodybuilder, die Ästhetik wollen.","Melanotan 2 von Deus Medical ist dein Tool für einen perfekten, gebräunten Look. Der Wirkstoff stimuliert die Melaninproduktion, was eine gleichmäßige Bräune fördert – ideal für Hardcore-Sportler, die ihre Muskeln auf der Bühne präsentieren wollen. Dieses Produkt unterstützt die Ästhetik, ohne die Trainingsleistung zu beeinträchtigen. Mit Melanotan 2 sicherst du dir den Look, der deine Gains optimal zur Geltung bringt.",,,taxable,,0,,,0,0,,,,,1,,,"33,00","Deus Medical, Melanotan, Peptide",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/melanotan2DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Melanotan,1,1,Packungsgröße,"10 mg Vial",1,1,Trägerstoff,"Bakteriostatisches Wasser",0,0,,,,,,,,,,,,,,,
7033,simple,Deus016,,"Semaglutide (Glucagon-Like-Peptide-1 (GLP-1))",1,0,visible,"Semaglutide von Deus Medical hilft dir, shredded zu werden. Der Wirkstoff reguliert den Stoffwechsel und unterstützt die Fettverbrennung – ideal für Bodybuilder in der Definitionsphase.","Semaglutide von Deus Medical ist dein Schlüssel für einen shredded Look in der Definitionsphase. Der Wirkstoff optimiert den Stoffwechsel, reguliert den Appetit und fördert die Fettverbrennung, damit du deine Muskeln perfekt zur Geltung bringst. Für Hardcore-Sportler bietet dieses Produkt eine präzise Unterstützung, um die Energiebalance zu verbessern und die Trainingsleistung zu steigern. Mit Semaglutide definierst du deinen Körper effizient und erreichst die Ästhetik, die dich im Gym und auf der Bühne hervorstechen lässt.",,,taxable,,0,,,0,0,,,,,1,,,"110,00","Deus Medical, Fat Burner, Peptide, Semaglutid",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/semaglutideDP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Semaglutid,1,1,Packungsgröße,"5 mg Vial",1,1,Trägerstoff,"Bakteriostatisches Wasser",0,0,,,,,,,,,,,,,,,
7034,simple,Deus017,,"TB-500 (Thymosin Beta-4)",1,0,visible,"TB-500 von Deus Medical beschleunigt deine Regeneration. Der Wirkstoff fördert Muskelreparatur, ideal für Bodybuilder mit intensiven Workouts.","TB-500 von Deus Medical ist ein Gamechanger für Bodybuilder, die ihre Regeneration maximieren wollen. Der Wirkstoff unterstützt die Heilung von Muskeln und Gewebe, wodurch du schneller von intensiven Workouts erholst. Für Hardcore-Sportler bietet dieses Produkt eine präzise Unterstützung, um Verletzungen vorzubeugen und die Trainingsfrequenz zu erhöhen. Mit TB-500 bleibst du im Gym konstant am Limit und sicherst dir die Gains, die dich an die Spitze bringen.",,,taxable,,0,,,0,0,,,,,1,,,"33,00","Deus Medical, Peptide, Thymosin Beta-4",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/tb500DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,"Thymosin Beta-4",1,1,Packungsgröße,"5 mg Vial",1,1,Trägerstoff,"Bakteriostatisches Wasser",0,0,,,,,,,,,,,,,,,
7035,simple,Deus018,,"Watermed (Bakteriostatisches Wasser)",1,0,visible,"Watermed von Deus Medical ist dein Partner für präzise Anwendungen. Das bakteriostatische Wasser unterstützt die sichere Zubereitung von Injektionen, ideal für Bodybuilder.","Watermed von Deus Medical ist essenziell für Bodybuilder, die präzise und sichere Injektionen benötigen. Das bakteriostatische Wasser sorgt für eine sterile Umgebung bei der Zubereitung von Injektionspräparaten, was für Hardcore-Sportler entscheidend ist. Dieses Produkt unterstützt deine Trainingsziele, indem es die Anwendung anderer Substanzen optimiert. Mit Watermed sicherst du dir die Qualität und Sicherheit, die deine Performance und Gains im Gym auf Top-Niveau halten.",,,taxable,,0,,,0,0,,,,,1,,,"11,00","Bakteriostatisches Wasser, Deus Medical, Injektionen",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/WATERMEDDP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,"Bakteriostatisches Wasser",1,1,Packungsgröße,"10 ml Vial",1,1,Trägerstoff,"Bakteriostatisches Wasser",0,0,,,,,,,,,,,,,,,
7036,simple,Deus019,,"Anadromed 50 Oxymetholone",1,0,visible,"Anadromed mit Oxymetholone pusht deine Gains. Der Wirkstoff steigert die Proteinsynthese, ideal für Bodybuilder, die massive Muskelmasse wollen.","Anadromed von Deus Medical liefert explosive Gains für Bodybuilder. Der Wirkstoff Oxymetholone fördert die Proteinsynthese, beschleunigt den Muskelaufbau und steigert die Kraft – perfekt für Hardcore-Sportler, die Masse aufbauen wollen. Dieses Produkt unterstützt die Energie und Ausdauer, damit du jedes Workout dominierst. Mit Anadromed sicherst du dir die Power, die deinen Körper im Gym und auf der Bühne beeindruckend macht.",,,taxable,,0,,,0,0,,,,,1,,,"32,00","Deus Medical, Oxymetholon, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/Anadromed2-1000x1000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Oxymetholon,1,1,Packungsgröße,"50 Tabletten à 50 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7037,simple,Deus020,,"Turimed 10",1,0,visible,"Turinamed mit Turinabol liefert saubere Gains. Der Wirkstoff fördert Muskelaufbau und Kraft, ideal für Bodybuilder, die Definition wollen.","Turinamed von Deus Medical ist ideal für Bodybuilder, die saubere Gains und Definition anstreben. Der Wirkstoff Turinabol unterstützt die Proteinsynthese, fördert den Muskelaufbau und steigert die Kraft, ohne Wasserretention. Für Hardcore-Sportler bietet dieses Produkt eine präzise Unterstützung, um Ästhetik und Leistung zu maximieren. Mit Turinamed sicherst du dir die Physis, die im Gym und auf der Bühne beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"22,00","Deus Medical, Tabletten, Turinabol",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/TURIMED10DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Turinabol,1,1,Packungsgröße,"50 Tabletten à 10 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7038,simple,Deus021,,"Winimed 10 Stanozolol",1,0,visible,"Winimed mit Stanozolol macht dich shredded. Der Wirkstoff fördert Muskelhärte und Fettverbrennung, ideal für Bodybuilder in der Definition.","Winimed von Deus Medical ist dein Tool für einen shredded Look. Der Wirkstoff Stanozolol steigert die Muskelhärte und unterstützt die Fettverbrennung, was es ideal für Hardcore-Sportler in der Definitionsphase macht. Dieses Produkt fördert die Ästhetik und Kraft, ohne Wasserretention. Mit Winimed sicherst du dir die Präzision, die deine Gains im Gym und auf der Bühne hervorhebt.",,,taxable,,0,,,0,0,,,,,1,,,"14,00","Deus Medical, Stanozolol, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/WINIMED10DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Stanozolol,1,1,Packungsgröße,"50 Tabletten à 10 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7039,simple,Deus022,,"3-Trenbomed 150",1,0,visible,"3-Trenbomed mit Trenbolon pusht deine Gains. Der Wirkstoff steigert die Proteinsynthese, ideal für Bodybuilder, die Muskelmasse und Kraft wollen.","3-Trenbomed von Deus Medical ist dein Booster für explosive Gains. Der Wirkstoff Trenbolon fördert die Proteinsynthese, beschleunigt den Muskelaufbau und steigert die Kraft – perfekt für Hardcore-Sportler, die Masse und Leistung wollen. Dieses Produkt unterstützt die Fettverbrennung und optimiert die Regeneration, damit du jedes Workout dominierst. Mit 3-Trenbomed sicherst du dir die Physis, die im Gym und auf der Bühne beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"45,00","Deus Medical, Injektionen, Trenbolon",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/3trenbomed150DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Trenbolon,1,1,Packungsgröße,"10 ml Vial à 150 mg/ml",1,1,Trägerstoff,Ölbasis,0,0,,,,,,,,,,,,,,,
7040,simple,Deus023,,"Anavamed 10 Oxandrolone",1,0,visible,"Anavamed mit Oxandrolone macht dich shredded. Der Wirkstoff fördert Muskelhärte und Fettverbrennung, ideal für Bodybuilder in der Definition.","Anavamed von Deus Medical ist dein Schlüssel für einen shredded Look. Der Wirkstoff Oxandrolone steigert die Muskelhärte und unterstützt die Fettverbrennung, was es ideal für Hardcore-Sportler in der Definitionsphase macht. Dieses Produkt fördert die Ästhetik und Kraft, ohne Wasserretention. Mit Anavamed sicherst du dir die Präzision, die deine Gains im Gym und auf der Bühne hervorhebt.",,,taxable,,0,,,0,0,,,,,1,,,"29,00","Deus Medical, Oxandrolon, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/ANAVAMED10DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Oxandrolon,1,1,Packungsgröße,"50 Tabletten à 10 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7041,simple,Deus024,,"Clenomed 40 (Clenbuterol)",1,0,visible,"Clenomed mit Clenbuterol macht dich shredded. Der Wirkstoff boostet die Fettverbrennung und steigert die Energie, ideal für Bodybuilder in der Definition.","Clenomed von Deus Medical ist dein Schlüssel für einen shredded Look. Der Wirkstoff Clenbuterol beschleunigt die Fettverbrennung und steigert die Energie, wodurch du in der Definitionsphase deine Muskeln perfekt präsentierst. Für Hardcore-Sportler bietet dieses Produkt eine präzise Unterstützung, um den Stoffwechsel zu optimieren und die Ausdauer im Gym zu erhöhen. Mit Clenomed definierst du deinen Körper und erreichst die Ästhetik, die im Bodybuilding beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"12,00","Clenbuterol, Deus Medical, Fat Burner, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/CLENOMED40DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Clenbuterol,1,1,Packungsgröße,"50 Tabletten à 40 mcg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7042,simple,Deus025,,"Decamed 250",1,0,visible,"Decamed mit Nandrolone Decanoate maximiert deine Gains. Der Wirkstoff steigert die Proteinsynthese, ideal für Bodybuilder, die Muskelmasse wollen.","Decamed von Deus Medical ist dein Schlüssel für massive Gains. Der Wirkstoff Nandrolone Decanoate fördert die Proteinsynthese, beschleunigt den Muskelaufbau und unterstützt die Regeneration – perfekt für Hardcore-Sportler, die Masse und Kraft wollen. Dieses Produkt verbessert die Gelenkgesundheit und steigert die Ausdauer, damit du jedes Workout meisterst. Mit Decamed erreichst du eine Physis, die im Bodybuilding Maßstäbe setzt.",,,taxable,,0,,,0,0,,,,,1,,,"38,00","Deus Medical, Injektionen, Nandrolon",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/DECAMED250DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Nandrolon,1,1,Packungsgröße,"10 ml Vial à 250 mg/ml",1,1,Trägerstoff,Ölbasis,0,0,,,,,,,,,,,,,,,
7043,simple,Deus026,,"Decamed PP 100",1,0,visible,"Decamed PP mit Nandrolone Phenylpropionate pusht deine Gains. Der Wirkstoff fördert Muskelaufbau und Regeneration, ideal für Bodybuilder, die Masse wollen.","Decamed PP von Deus Medical liefert die Power für beeindruckende Gains. Der Wirkstoff Nandrolone Phenylpropionate unterstützt die Proteinsynthese, beschleunigt den Muskelaufbau und optimiert die Regeneration – ideal für Hardcore-Sportler, die Masse und Kraft wollen. Dieses Produkt steigert die Ausdauer und unterstützt die Gelenkgesundheit, damit du jedes Workout dominierst. Mit Decamed PP sicherst du dir die Physis, die im Gym und auf der Bühne beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"31,00","Deus Medical, Injektionen, Nandrolon",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/DECAMEDPP100DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Nandrolon,1,1,Packungsgröße,"10 ml Vial à 100 mg/ml",1,1,Trägerstoff,Ölbasis,0,0,,,,,,,,,,,,,,,
7044,simple,Deus027,,"Dianamed 10",1,0,visible,"Dianamed mit Methandienone pusht deine Gains. Der Wirkstoff steigert die Proteinsynthese, ideal für Bodybuilder, die massive Muskelmasse wollen.","Dianamed von Deus Medical ist dein Booster für explosive Gains. Der Wirkstoff Methandienane fördert die Proteinsynthese, beschleunigt den Muskelaufbau und steigert die Kraft – perfekt für Hardcore-Sportler, die Masse aufbauen wollen. Dieses Produkt unterstützt die Energie und Ausdauer, damit du jedes Workout dominierst. Mit Dianamed sicherst du dir die Power, die deinen Körper im Gym und auf der Bühne beeindruckend macht.",,,taxable,,0,,,0,0,,,,,1,,,"13,00","Deus Medical, Methandienon, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/DIANAMED10DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Methandienon,1,1,Packungsgröße,"50 Tabletten à 10 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7045,simple,Deus028,,"Equimed 250",1,0,visible,"Equimed mit Boldenone Undecylenate pusht deine Gains. Der Wirkstoff fördert Muskelaufbau und Ausdauer, ideal für Bodybuilder, die Masse wollen.","Equimed von Deus Medical ist dein Booster für massive Gains. Der Wirkstoff Boldenone Undecylenate unterstützt die Proteinsynthese und steigert die Muskelmasse, während die erhöhte Ausdauer dir längere, intensivere Workouts ermöglicht. Für Hardcore-Sportler, die Kraft und einen beeindruckenden Körperbau anstreben, ist dieses Produkt ideal. Die verbesserte Sauerstoffversorgung optimiert deine Performance im Gym. Mit Equimed erreichst du die Physis, die im Bodybuilding zählt.",,,taxable,,0,,,0,0,,,,,1,,,"38,00","Boldenon, Deus Medical, Injektionen",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/EQUIMED250DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Boldenon,1,1,Packungsgröße,"10 ml Vial à 250 mg/ml",1,1,Trägerstoff,Ölbasis,0,0,,,,,,,,,,,,,,,
7046,simple,Deus029,,"Halomed 5",1,0,visible,"Halomed mit Fluoxymesterone steigert deine Kraft. Der Wirkstoff fördert Muskelhärte und Power, ideal für Bodybuilder, die Performance wollen.","Halomed von Deus Medical ist dein Schlüssel für maximale Kraft und Muskelhärte. Der Wirkstoff Fluoxymesterone steigert die Power und unterstützt einen definierten Look, perfekt für Hardcore-Sportler, die im Gym dominieren wollen. Dieses Produkt fördert die Leistung ohne Wasserretention, damit du deine Ziele präzise erreichst. Mit Halomed sicherst du dir die Stärke, die deine Physis im Bodybuilding hervorhebt.",,,taxable,,0,,,0,0,,,,,1,,,"49,00","Deus Medical, Fluoxymesteron, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/HALOMED5DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Fluoxymesteron,1,1,Packungsgröße,"50 Tabletten à 5 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7047,simple,Deus030,,"Mastermed E 200",1,0,visible,"Mastermed E mit Drostanolone Enanthate liefert saubere Gains. Der Wirkstoff fördert Muskelhärte und Definition, perfekt für Bodybuilder, die shredded werden wollen.","Mastermed E von Deus Medical ist ideal für Bodybuilder, die saubere Gains und einen shredded Look anstreben. Der Wirkstoff Drostanolone Enanthate steigert die Muskelhärte und Definition, ohne Wasserretention, was es zum perfekten Tool für die Definitionsphase macht. Für Hardcore-Sportler bietet dieses Produkt eine präzise Unterstützung, um Ästhetik und Kraft zu maximieren. Mit Mastermed E präsentierst du einen Körper, der im Gym und auf der Bühne beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"50,00","Deus Medical, Drostanolon, Injektionen",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/MASTERMEDE200DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Drostanolon,1,1,Packungsgröße,"10 ml Vial à 200 mg/ml",1,1,Trägerstoff,Ölbasis,0,0,,,,,,,,,,,,,,,
7048,simple,Deus031,,"Mastermed P 100",1,0,visible,"Mastermed P mit Drostanolone Propionate optimiert deine Definition. Der Wirkstoff fördert Muskelhärte, ideal für Bodybuilder, die einen shredded Look wollen.","Mastermed P von Deus Medical ist dein Partner für maximale Definition. Der Wirkstoff Drostanolone Propionate unterstützt die Muskelhärte und fördert einen shredded Look, ohne Wasserretention – perfekt für Hardcore-Sportler in der Definitionsphase. Dieses Produkt steigert die Ästhetik und Kraft, damit du im Gym und auf der Bühne herausstichst. Mit Mastermed P erreichst du eine Physis, die Präzision und Leistung vereint.",,,taxable,,0,,,0,0,,,,,1,,,"40,00","Deus Medical, Drostanolon, Injektionen",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/MASTERMEDP100DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Drostanolon,1,1,Packungsgröße,"10 ml Vial à 100 mg/ml",1,1,Trägerstoff,Ölbasis,0,0,,,,,,,,,,,,,,,
7049,simple,Deus032,,"Paramed 76.5",1,0,visible,"Paramed mit Trenbolone Hexahydrobenzylcarbonate pusht deine Gains. Der Wirkstoff steigert die Proteinsynthese, ideal für Bodybuilder, die Muskelmasse wollen.","Paramed von Deus Medical liefert explosive Gains für Bodybuilder. Der Wirkstoff Trenbolone Hexahydrobenzylcarbonate fördert die Proteinsynthese, beschleunigt den Muskelaufbau und steigert die Kraft – perfekt für Hardcore-Sportler, die Masse und Leistung wollen. Dieses Produkt unterstützt die Fettverbrennung und optimiert die Regeneration, damit du jedes Workout dominierst. Mit Paramed sicherst du dir die Physis, die im Gym und auf der Bühne beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"50,00","Deus Medical, Injektionen, Trenbolon",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/PARAMED765DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Trenbolon,1,1,Packungsgröße,"10 ml Vial à 76, 5 mg/ml",1,1,Trägerstoff,Ölbasis,0,0,,,,,,,,,,,,,,,
7050,simple,Deus033,,"SARMs GW501516",1,0,visible,"GW501516 von Deus Medical macht dich shredded. Der Wirkstoff fördert die Fettverbrennung und Ausdauer, ideal für Bodybuilder in der Definition.","GW501516 von Deus Medical ist dein Booster für einen shredded Look und maximale Ausdauer. Der Wirkstoff unterstützt die Fettverbrennung und optimiert die Energie, wodurch du in der Definitionsphase deine Muskeln perfekt präsentierst. Für Hardcore-Sportler bietet dieses Produkt eine präzise Unterstützung, um die Trainingsleistung zu steigern. Mit GW501516 definierst du deinen Körper und erreichst die Ästhetik, die im Bodybuilding beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"38,00","Cardarin, Deus Medical, Fat Burner, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/gw50151610DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Cardarin,1,1,Packungsgröße,"50 Tabletten à 10 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7051,simple,Deus034,,"SARMs LGD4033 10 (Ligandrol)",1,0,visible,"LGD4033 mit Ligandrol pusht deine Gains. Der Wirkstoff fördert Muskelaufbau und Kraft, ideal für Bodybuilder, die Masse wollen.","LGD4033 von Deus Medical ist dein Schlüssel für massive Gains. Der Wirkstoff Ligandrol unterstützt die Proteinsynthese, beschleunigt den Muskelaufbau und steigert die Kraft – perfekt für Hardcore-Sportler, die Masse und Leistung wollen. Dieses Produkt optimiert die Regeneration und unterstützt deine Trainingsziele, damit du jedes Workout dominierst. Mit LGD4033 sicherst du dir die Physis, die im Gym und auf der Bühne beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"66,00","Deus Medical, Ligandrol, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/lgd403310DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Ligandrol,1,1,Packungsgröße,"50 Tabletten à 10 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7052,simple,Deus035,,"SARMs MK2866 (Ostarine)",1,0,visible,"MK2866 mit Ostarine liefert saubere Gains. Der Wirkstoff fördert Muskelaufbau und Regeneration, ideal für Bodybuilder, die Definition wollen.","MK2866 von Deus Medical ist ideal für Bodybuilder, die saubere Gains und Regeneration anstreben. Der Wirkstoff Ostarine unterstützt die Proteinsynthese, fördert den Muskelaufbau und optimiert die Erholung – perfekt für Hardcore-Sportler, die einen definierten Look wollen. Dieses Produkt steigert die Leistung ohne Wasserretention. Mit MK2866 sicherst du dir die Physis, die im Gym und auf der Bühne beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"36,00","Deus Medical, Ostarin, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/MK286610DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Ostarin,1,1,Packungsgröße,"50 Tabletten à 25 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7053,simple,Deus036,,"SARMs MK677 (Ibutamoren)",1,0,visible,"MK677 mit Ibutamoren pusht deine Gains. Der Wirkstoff stimuliert die Hormonfreisetzung, ideal für Bodybuilder, die Muskelaufbau und Regeneration wollen.","MK677 von Deus Medical ist ein Booster für deine Gains. Der Wirkstoff Ibutamoren regt die Freisetzung von Wachstumshormonen an, was die Proteinsynthese und den Muskelaufbau optimiert. Für Hardcore-Sportler ist dieses Produkt ideal, um Regeneration und Kraft zu steigern. Die verbesserte hormonelle Unterstützung fördert die Fettverbrennung und Energie. Mit MK677 sicherst du dir die Leistung, die dich an die Spitze bringt.",,,taxable,,0,,,0,0,,,,,1,,,"44,00","Deus Medical, Ibutamoren, Tabletten",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/mk67710DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Ibutamoren,1,1,Packungsgröße,"50 Tabletten à 10 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
7054,simple,Deus037,,"SARMs RAD140",1,0,visible,"RAD140 von Deus Medical pusht deine Gains. Der Wirkstoff fördert Muskelaufbau und Kraft, ideal für Bodybuilder, die Masse wollen.","RAD140 von Deus Medical ist dein Schlüssel für massive Gains. Der Wirkstoff unterstützt die Proteinsynthese, beschleunigt den Muskelaufbau und steigert die Kraft – perfekt für Hardcore-Sportler, die Masse und Leistung wollen. Dieses Produkt optimiert die Regeneration und unterstützt deine Trainingsziele, damit du jedes Workout dominierst. Mit RAD140 sicherst du dir die Physis, die im Gym und auf der Bühne beeindruckt.",,,taxable,,0,,,0,0,,,,,1,,,"55,00","Deus Medical, Tabletten, Testolon",,"DE Lager 2",https://www.blitzschnell.co/wp-content/uploads/2025/04/rad14010DP-2000x2000-1.webp,,,,,,,,,0,,Hersteller,"Deus Medical",1,1,Wirkstoff,Testolon,1,1,Packungsgröße,"50 Tabletten à 10 mg",1,1,Trägerstoff,"Neutraler Trägerstoff",0,0,,,,,,,,,,,,,,,
